,carat,depth,table,price,x,y,z
27985,0.3,62.0,55.0,658,4.27,4.31,2.66
46760,0.5,60.9,58.0,1801,5.07,5.11,3.1
29683,0.31,62.3,56.0,707,4.38,4.35,2.72
17273,1.26,62.3,58.0,6915,6.89,6.84,4.28
19058,1.72,62.2,57.0,7840,7.65,7.55,4.72
516,0.71,61.2,59.0,2824,5.74,5.69,3.5
45259,0.54,62.2,57.0,1662,5.21,5.24,3.25
14708,0.3,60.4,56.0,605,4.32,4.36,2.62
3611,0.9,62.7,55.0,3428,6.11,6.17,3.85
40017,0.42,62.5,57.0,1109,4.75,4.85,3.0
47644,0.23,62.3,56.0,530,3.95,4.01,2.48
31603,0.3,62.2,58.0,368,4.28,4.3,2.67
15230,1.5,63.2,52.0,6115,7.28,7.24,4.59
50597,0.5,61.8,53.0,2283,5.13,5.18,3.19
89,0.32,62.9,58.0,554,4.35,4.33,2.73
7137,1.13,64.4,56.0,4176,6.58,6.52,4.22
11159,1.02,63.3,58.0,4948,6.35,6.39,4.03
45213,0.51,63.3,56.0,1656,5.08,5.12,3.23
52041,0.71,62.6,58.0,2450,5.7,5.67,3.56
2723,0.26,61.7,61.0,564,4.08,4.12,2.53
36905,0.32,60.2,57.0,960,4.51,4.46,2.7
42901,0.59,59.1,58.0,1361,5.46,5.5,3.24
11177,1.26,63.7,58.0,4953,6.84,6.79,4.34
32470,0.45,57.9,66.0,794,5.08,4.98,2.91
3624,0.89,62.4,56.0,3429,6.04,6.08,3.78
24231,2.02,61.6,58.0,12431,8.14,8.1,5.0
8558,0.91,62.5,61.0,4434,6.19,6.1,3.84
35840,0.4,59.8,57.0,916,4.82,4.85,2.89
52471,0.71,61.7,56.0,2518,5.74,5.77,3.55
28880,0.31,63.8,57.0,684,4.33,4.29,2.75
36195,0.37,61.5,56.0,931,4.59,4.61,2.83
29441,0.38,62.8,58.0,701,4.6,4.63,2.9
26472,1.56,61.3,56.0,16052,7.48,7.44,4.57
30830,0.33,61.5,58.0,743,4.45,4.43,2.73
21561,1.5,60.7,63.0,9660,7.3,7.27,4.42
37370,0.4,62.5,59.0,982,4.66,4.72,2.93
21913,1.02,60.8,58.0,9980,6.56,6.46,3.96
20637,1.51,62.5,59.0,8930,7.34,7.29,4.57
48123,0.54,63.2,56.0,1939,5.21,5.23,3.3
41746,0.52,63.3,57.0,1244,5.08,5.11,3.22
13381,0.3,62.3,53.5,601,4.27,4.32,2.68
40765,0.62,61.2,59.0,1166,5.42,5.52,3.35
50217,0.7,62.2,57.0,2230,5.67,5.74,3.55
14224,1.38,61.0,56.0,5765,7.22,7.26,4.42
26739,1.51,62.1,56.0,16520,7.38,7.34,4.57
30764,0.25,62.9,58.0,740,4.03,4.01,2.53
40201,0.41,61.4,58.0,1122,4.76,4.78,2.93
48365,0.56,61.1,58.0,1963,5.3,5.34,3.25
34554,0.52,63.0,56.0,870,5.18,5.11,3.24
41558,0.52,62.0,60.0,1237,5.18,5.11,3.19
1024,0.72,61.4,59.0,2903,5.79,5.71,3.53
12458,1.01,60.7,58.0,5248,6.4,6.51,3.92
5834,0.9,63.5,58.0,3918,6.08,6.17,3.89
19569,1.01,61.8,54.0,8201,6.44,6.38,3.96
24254,1.5,62.0,60.0,12466,7.32,7.29,4.53
53267,0.7,62.2,59.0,2648,5.68,5.64,3.52
4989,0.72,62.3,57.0,3740,5.72,5.74,3.57
50794,0.7,61.6,56.1,2306,5.72,5.77,3.53
51906,0.73,60.4,56.0,2434,5.81,5.89,3.54
16293,1.0,62.6,60.0,6518,6.35,6.4,3.99
19494,1.11,62.8,55.0,8129,6.6,6.65,4.16
46332,0.56,63.0,59.0,1758,5.24,5.27,3.31
32475,0.44,62.5,57.0,795,4.85,4.88,3.04
52475,0.73,62.4,58.0,2519,5.72,5.67,3.56
43869,0.55,63.3,58.0,1449,5.21,5.18,3.29
20767,1.04,61.2,57.0,9005,6.5,6.53,3.99
10964,1.06,59.6,58.0,4903,6.73,6.67,3.99
4856,0.71,61.5,56.0,3710,5.72,5.75,3.52
24320,1.5,61.0,57.0,12576,7.32,7.4,4.49
50735,0.7,60.4,61.0,2296,5.68,5.77,3.46
17014,1.25,61.2,56.0,6793,6.93,6.95,4.25
11294,1.0,59.6,59.0,4978,6.47,6.54,3.88
2788,0.81,61.8,58.0,3257,5.97,6.04,3.71
3759,0.86,62.3,54.0,3456,6.13,6.07,3.8
50989,0.31,61.6,55.0,544,4.37,4.39,2.7
22176,1.63,59.8,60.0,10216,7.64,7.68,4.58
51466,0.9,65.4,57.0,2376,6.01,5.97,3.98
42377,0.43,60.8,57.0,1304,4.92,4.89,2.98
8684,0.7,62.2,57.0,4458,5.7,5.74,3.56
13529,1.1,59.6,58.0,5544,6.79,6.74,4.03
19528,1.33,63.3,56.0,8163,6.91,6.95,4.39
28575,0.3,63.1,57.0,675,4.26,4.24,2.68
872,0.72,58.3,57.0,2872,5.89,5.94,3.45
8590,0.91,65.1,63.0,4439,6.02,6.0,3.91
27400,2.08,61.0,55.0,17986,8.32,8.25,5.05
31810,0.43,63.8,55.0,774,4.79,4.8,3.06
21941,1.51,61.3,60.0,10012,7.33,7.29,4.48
41091,0.41,61.7,57.0,1192,4.8,4.73,2.94
10451,1.14,62.6,57.0,4788,6.72,6.63,4.18
9762,1.11,62.9,59.0,4662,6.59,6.54,4.13
25930,2.2,61.4,57.0,15092,8.41,8.37,5.15
40531,0.72,65.1,57.0,1147,5.65,5.55,3.65
21347,1.0,61.7,57.0,9492,6.39,6.41,3.95
38729,0.4,62.3,54.0,1043,4.75,4.76,2.96
15261,1.06,61.8,57.0,6128,6.52,6.56,4.04
51975,0.26,59.0,61.0,547,4.17,4.2,2.47
39467,0.54,61.3,60.0,1079,5.2,5.24,3.2
35389,0.41,60.8,56.0,899,4.79,4.82,2.92
156,0.71,60.7,56.0,2770,5.77,5.8,3.51
30487,0.31,62.3,55.0,732,4.37,4.33,2.71
49067,0.74,59.9,64.0,2058,5.82,5.86,3.5
11102,1.19,63.6,54.0,4931,6.78,6.74,4.3
38608,0.39,59.5,57.0,1040,4.79,4.82,2.86
46753,0.46,61.6,55.0,1800,5.0,5.03,3.09
19411,1.51,61.6,58.0,8067,7.35,7.43,4.55
25878,1.51,62.6,57.0,14976,7.25,7.29,4.55
33102,0.34,57.0,61.0,816,6.65,4.61,2.64
36617,0.32,59.8,57.0,477,4.4,4.46,2.65
27068,1.75,59.6,60.0,17191,7.9,7.76,4.67
26269,2.46,63.0,56.0,15745,8.6,8.52,5.44
3289,0.82,61.5,56.0,3364,6.0,6.04,3.7
13294,1.06,59.6,60.0,5491,6.61,6.68,3.96
46049,0.5,62.1,55.0,1731,5.08,5.12,3.17
47068,0.52,61.3,56.0,1822,5.15,5.2,3.17
25766,2.01,63.5,57.0,14725,7.96,7.88,5.03
15144,1.23,62.1,55.9,6088,6.82,6.85,4.24
22988,1.23,61.8,56.0,11040,6.84,6.89,4.24
20762,1.53,62.9,56.0,9001,7.25,7.31,4.58
20081,1.21,62.9,54.0,8557,6.82,6.78,4.28
45631,0.3,61.5,57.0,525,4.32,4.36,2.66
53114,0.78,61.1,57.0,2616,5.9,5.94,3.62
38944,0.31,62.7,59.0,489,4.29,4.32,2.7
11043,0.25,62.1,57.0,595,4.01,4.04,2.5
27530,1.07,60.9,58.0,18279,6.67,6.57,4.03
31261,0.32,61.1,57.0,449,4.39,4.42,2.69
53366,0.77,61.6,59.0,2657,5.9,5.85,3.62
30479,0.31,60.2,56.0,732,4.4,4.37,2.64
19615,1.11,60.9,57.0,8233,6.69,6.75,4.09
5209,0.9,60.3,56.0,3780,6.27,6.23,3.77
23701,0.3,60.5,59.0,631,4.32,4.34,2.62
14716,0.3,62.5,58.0,605,4.29,4.32,2.69
13987,1.23,61.7,57.0,5695,6.89,6.86,4.24
6243,0.91,59.9,58.0,4008,6.35,6.27,3.78
44279,0.49,58.1,62.0,1577,5.2,5.13,3.0
37449,0.34,62.2,56.0,984,4.45,4.46,2.77
15513,1.24,60.1,58.0,6215,7.04,7.01,4.22
11025,1.1,60.2,56.0,4916,6.82,6.74,4.08
20190,1.51,62.8,56.0,8637,7.22,7.3,4.56
4740,0.92,61.8,59.0,3679,6.19,6.11,3.8
52342,0.72,61.4,58.0,2498,5.73,5.77,3.53
5964,0.9,63.2,61.0,3950,6.09,6.13,3.86
28550,0.3,61.0,58.0,675,4.31,4.28,2.62
39184,0.35,62.0,55.0,1063,4.53,4.47,2.79
49838,0.54,61.9,56.0,2168,5.2,5.23,3.23
34790,0.4,60.3,59.0,877,4.76,4.8,2.88
51212,0.71,62.2,58.0,2352,5.74,5.67,3.55
37244,0.43,60.2,56.0,976,4.95,4.97,2.99
48683,0.53,61.2,55.0,2005,5.19,5.23,3.19
44715,0.5,61.3,59.0,1614,5.09,5.04,3.11
8764,1.01,64.1,57.0,4466,6.32,6.22,4.02
45680,0.54,61.6,59.0,1695,5.21,5.24,3.22
33115,0.34,59.8,56.0,816,4.55,4.54,2.72
46583,0.55,61.6,55.0,1786,5.29,5.32,3.27
16686,0.31,61.0,56.0,421,4.36,4.39,2.67
28900,0.3,62.2,58.0,684,4.26,4.29,2.66
8596,1.03,61.0,60.0,4441,6.46,6.53,3.96
21845,2.04,62.4,58.0,9905,8.17,8.08,5.07
38155,0.32,62.2,56.0,1014,4.41,4.37,2.73
21305,1.12,61.4,57.0,9461,6.66,6.69,4.1
39121,0.41,59.7,59.0,1061,4.84,4.81,2.88
48412,0.6,61.9,57.0,1970,5.39,5.43,3.35
41941,0.28,59.9,62.0,504,4.23,4.28,2.55
27823,0.34,60.7,61.0,650,4.51,4.45,2.72
37283,0.3,63.1,55.0,484,4.24,4.29,2.69
21329,1.59,59.9,60.0,9474,7.61,7.57,4.55
20071,1.27,61.0,60.0,8549,6.93,6.97,4.24
53480,0.71,62.4,56.0,2681,5.68,5.7,3.55
10008,0.9,63.0,58.0,4707,6.13,6.16,3.87
25849,2.0,59.0,62.0,14918,6.16,6.15,4.82
42996,0.55,61.0,58.0,1368,5.25,5.28,3.21
16754,1.13,61.9,56.0,6670,6.69,6.63,4.13
14501,1.33,62.4,54.0,5857,7.04,7.07,4.4
11728,0.34,61.9,55.0,596,4.49,4.53,2.79
49014,0.5,62.0,55.0,2052,5.1,5.12,3.17
5664,0.91,59.2,62.0,3881,6.2,6.14,3.65
9208,1.02,63.7,55.0,4552,6.31,6.38,4.04
37975,0.4,63.4,58.0,1007,4.74,4.66,2.98
5780,1.29,58.6,60.0,3901,7.18,7.12,4.19
42828,0.46,62.0,58.0,1355,4.98,4.95,3.08
52124,0.91,59.6,59.0,2464,6.29,6.32,3.76
16068,1.2,62.8,58.0,6416,6.75,6.7,4.22
11057,0.4,61.9,58.0,596,4.71,4.73,2.92
3917,0.83,60.2,60.0,3495,6.09,6.04,3.65
28760,0.31,60.9,57.0,680,4.34,4.36,2.65
24224,1.24,61.6,55.0,12417,6.92,6.9,4.26
52863,0.76,63.7,58.0,2579,5.75,5.8,3.68
30853,0.33,61.2,55.0,743,4.52,4.46,2.75
24700,0.3,63.1,54.0,638,4.28,4.34,2.72
30320,0.36,62.9,57.0,726,4.56,4.6,2.88
40858,0.34,61.6,56.0,1174,4.5,4.53,2.78
8867,1.15,63.0,54.0,4483,6.64,6.73,4.21
43138,0.56,61.2,57.0,1388,5.29,5.33,3.25
32552,0.3,62.4,55.0,799,4.3,4.32,2.69
32141,0.4,63.5,56.0,786,4.66,4.72,2.98
7995,0.82,62.4,54.0,4327,5.99,6.02,3.75
53735,0.7,62.3,57.0,2723,5.65,5.68,3.53
5616,1.12,60.3,57.0,3874,6.73,6.8,4.08
33302,0.4,63.4,54.4,826,4.68,4.73,2.99
10446,1.01,59.9,56.0,4788,6.45,6.6,3.91
50517,0.7,62.1,59.0,2273,5.65,5.63,3.5
16033,0.3,62.9,58.0,608,4.29,4.26,2.69
27646,2.01,70.6,64.0,18574,7.43,6.64,4.69
22150,1.24,62.0,58.0,10185,6.9,6.96,4.3
50369,0.72,62.5,56.0,2249,5.71,5.74,3.58
18757,1.05,59.8,59.0,7666,6.57,6.75,3.98
45221,0.52,61.1,57.0,1656,5.2,5.17,3.16
47026,0.52,61.7,58.0,1819,5.17,5.11,3.17
23873,1.51,62.3,57.0,11967,7.34,7.29,4.55
1796,0.7,62.6,58.0,3053,5.67,5.7,3.56
53622,0.3,63.8,57.0,552,4.27,4.29,2.73
51905,0.73,61.0,57.0,2434,5.81,5.87,3.56
45578,0.52,61.1,55.0,1689,5.15,5.19,3.16
11994,1.01,62.4,54.0,5147,6.52,6.38,4.03
34166,0.33,61.9,56.0,854,4.48,4.44,2.76
31782,0.42,62.0,57.0,773,4.81,4.83,2.99
43582,0.5,62.2,60.0,1431,5.15,5.05,3.17
37095,0.41,62.5,55.0,969,4.77,4.73,2.97
33507,0.44,60.6,58.0,828,4.9,4.96,2.99
6408,0.76,62.1,55.0,4039,5.84,5.88,3.64
24824,1.52,60.9,56.0,13215,7.38,7.44,4.51
25656,2.01,60.1,59.0,14558,8.24,8.19,4.94
45063,0.57,60.2,59.0,1642,5.38,5.42,3.25
53180,0.7,62.3,58.0,2631,5.63,5.67,3.52
18399,1.26,62.5,56.0,7477,6.88,6.93,4.31
1118,0.7,62.5,58.0,2917,5.63,5.67,3.53
45380,0.5,61.3,54.0,1666,5.12,5.16,3.15
11539,1.21,65.3,53.0,5028,6.74,6.68,4.38
32288,0.28,62.3,54.0,453,4.21,4.23,2.63
27604,2.15,61.5,60.0,18470,8.17,8.29,5.06
34174,0.33,62.4,59.0,854,4.47,4.41,2.77
11566,1.12,59.6,58.0,5036,6.82,6.77,4.05
3013,0.76,61.8,57.0,3306,5.85,5.9,3.63
51017,0.71,63.3,56.0,2327,5.69,5.65,3.59
2942,0.8,63.1,57.0,3293,5.94,5.86,3.72
24269,2.1,59.1,58.0,12494,8.46,8.4,4.98
48811,0.76,61.7,56.0,2026,5.85,5.88,3.62
53763,0.76,59.8,58.0,2726,5.92,5.96,3.55
31264,0.32,63.1,55.0,449,4.34,4.37,2.75
40450,0.51,63.3,56.0,1140,5.02,5.06,3.19
7550,1.01,61.0,58.0,4249,6.43,6.48,3.94
34975,0.23,60.3,66.0,472,3.93,3.96,2.38
24612,2.27,60.5,55.0,12939,8.63,8.53,5.19
22058,1.51,63.3,58.0,10085,7.2,7.26,4.58
46095,0.71,62.0,59.0,1740,5.69,5.65,3.52
49282,0.52,58.9,64.0,2092,5.23,5.3,3.1
2721,0.26,58.9,61.0,564,4.16,4.19,2.46
44634,0.57,61.8,57.0,1608,5.28,5.33,3.28
7943,1.02,62.4,57.0,4319,6.4,6.43,4.0
10165,1.38,61.2,59.0,4730,7.19,7.13,4.38
1933,0.53,61.8,55.0,3084,5.19,5.24,3.22
44732,0.47,61.0,55.0,1617,5.03,5.01,3.06
35884,0.32,61.0,57.0,918,4.41,4.44,2.7
44551,0.55,61.3,56.0,1605,5.26,5.31,3.24
29058,0.4,63.2,56.0,687,4.65,4.69,2.95
53331,0.79,62.6,57.0,2655,5.84,5.86,3.66
8034,0.88,62.0,59.0,4334,6.12,6.13,3.8
39739,0.35,61.2,55.0,1092,4.62,4.59,2.82
25380,1.5,62.3,57.0,14067,7.25,7.32,4.54
3383,0.31,63.0,57.0,408,4.32,4.35,2.73
53172,0.82,60.4,58.0,2629,6.11,6.07,3.68
30682,0.3,62.6,62.0,737,4.21,4.26,2.65
6592,1.01,63.5,58.0,4079,6.34,6.39,4.04
21514,1.5,62.2,59.0,9611,7.34,7.3,4.55
19703,0.37,60.2,60.0,624,4.7,4.6,2.8
15781,2.01,70.2,57.0,6315,7.53,7.5,5.27
12333,1.01,63.7,58.0,5226,6.36,6.32,4.04
12640,1.06,60.1,58.0,5293,6.6,6.64,3.98
32362,0.3,61.0,57.0,790,4.33,4.36,2.65
6770,0.91,62.2,57.0,4108,6.19,6.25,3.87
39581,0.39,57.8,58.0,1082,4.86,4.9,2.82
2045,0.32,62.3,60.0,561,4.37,4.4,2.73
28052,0.33,62.0,54.2,660,4.42,4.45,2.75
22935,2.0,60.0,58.0,10976,8.23,8.17,4.92
21575,1.07,59.9,55.0,9681,6.69,6.71,4.01
44294,0.52,61.7,58.0,1577,5.16,5.14,3.18
2970,0.7,61.9,57.0,3298,5.68,5.73,3.53
30409,0.4,59.4,64.0,730,4.75,4.82,2.84
17071,1.01,60.5,60.0,6806,6.46,6.47,3.91
16092,1.32,62.7,58.0,6431,7.05,6.99,4.4
53164,0.84,63.0,56.0,2628,6.04,6.02,3.8
31998,0.3,62.3,56.0,776,4.32,4.29,2.68
7080,1.05,60.9,57.0,4163,6.55,6.62,4.01
8119,0.91,63.0,59.0,4352,6.15,6.11,3.86
23639,1.51,63.0,61.0,11666,7.3,7.27,4.59
9311,1.12,63.1,56.0,4576,6.62,6.59,4.17
5055,0.31,63.1,57.0,573,4.34,4.31,2.73
14943,1.2,62.5,59.0,6019,6.66,6.72,4.18
28064,0.31,63.6,55.0,660,4.29,4.33,2.74
2573,0.61,59.9,61.0,3212,5.5,5.55,3.31
27872,0.42,58.8,60.0,653,4.86,4.9,2.87
31646,0.39,62.6,54.0,451,4.64,4.69,2.92
52639,0.24,60.5,59.0,552,3.98,4.05,2.43
27590,2.22,59.9,59.0,18432,8.46,8.41,5.05
12340,1.01,60.5,62.0,5226,6.5,6.46,3.92
29357,0.31,61.5,60.0,698,4.34,4.31,2.66
38066,0.3,61.9,57.0,1013,4.31,4.28,2.66
41477,0.41,60.9,56.0,1231,4.84,4.78,2.93
26215,1.56,62.5,55.0,15609,7.39,7.45,4.64
41760,0.43,62.0,57.0,1245,4.84,4.87,3.01
6075,0.91,60.8,56.0,3968,6.25,6.29,3.81
2783,0.73,61.9,56.0,3255,5.76,5.81,3.58
32455,0.4,62.7,58.5,793,4.7,4.74,2.96
33604,0.31,61.3,56.0,462,4.36,4.41,2.69
5854,1.0,61.5,58.0,3920,6.41,6.38,3.93
33409,0.28,61.1,60.0,828,4.21,4.17,2.56
23272,1.61,61.2,55.0,11294,7.62,7.57,4.65
28887,0.3,63.2,57.0,684,4.24,4.27,2.69
28239,0.33,61.3,56.0,666,4.43,4.47,2.73
15574,1.01,58.7,62.0,6247,6.49,6.55,3.83
53699,0.9,63.0,59.0,2717,6.14,6.11,3.86
51191,0.7,61.5,56.0,2348,5.74,5.7,3.52
22982,1.71,61.3,58.0,11032,7.64,7.6,4.67
7442,0.9,63.0,60.0,4232,6.09,6.13,3.85
30560,0.31,61.7,55.0,734,4.35,4.4,2.7
45768,0.52,62.5,57.0,1707,5.17,5.13,3.22
16611,1.03,62.2,55.0,6638,6.43,6.49,4.03
33139,0.31,62.1,59.0,816,4.34,4.39,2.71
28538,0.3,62.7,60.0,675,4.28,4.24,2.67
48108,0.5,62.1,55.0,1935,5.09,5.05,3.15
36982,0.38,60.8,53.0,963,4.72,4.76,2.88
52174,0.7,62.8,59.0,2475,5.69,5.64,3.56
28154,0.3,61.4,56.0,665,4.32,4.35,2.66
9317,1.11,61.6,60.0,4578,6.6,6.67,4.09
9955,1.07,62.4,57.0,4698,6.55,6.52,4.08
19578,1.54,62.0,53.0,8207,7.41,7.49,4.62
21837,1.1,59.7,58.0,9901,6.69,6.72,4.0
192,0.7,61.1,60.0,2777,5.71,5.64,3.47
31834,0.34,62.7,59.0,775,4.41,4.43,2.77
13222,1.5,64.7,62.0,5460,7.19,7.04,4.6
39674,0.42,62.0,58.0,1087,4.81,4.77,2.97
27471,1.78,60.9,56.0,18128,7.85,7.88,4.79
14799,1.2,62.3,56.0,5955,6.76,6.81,4.23
37407,0.46,61.6,54.0,983,4.97,5.0,3.07
33495,0.32,62.2,55.0,828,4.37,4.35,2.71
49427,0.7,61.9,62.0,2107,5.69,5.66,3.51
6847,1.14,61.3,56.0,4124,6.76,6.74,4.13
40900,0.45,61.8,57.0,1178,4.92,4.95,3.05
43716,0.51,63.4,57.0,1437,5.09,5.06,3.22
40589,0.41,61.9,59.0,1153,4.8,4.77,2.96
20402,1.02,58.0,61.0,8768,6.67,6.58,3.84
7575,0.92,63.0,57.0,4254,6.17,6.21,3.9
39027,0.43,60.1,57.0,1056,4.88,4.91,2.94
26940,2.27,62.4,58.0,16994,8.36,8.41,5.23
40071,0.53,62.9,58.0,1114,5.16,5.18,3.25
36193,0.4,62.3,54.0,931,4.75,4.78,2.97
30042,0.3,61.6,63.0,719,4.23,4.27,2.62
42097,0.44,61.8,56.0,1274,4.88,4.93,3.03
19698,0.36,60.4,60.0,624,4.62,4.58,2.78
13829,1.25,61.6,54.0,5637,6.85,6.95,4.25
14964,1.01,61.6,58.0,6027,6.45,6.4,3.96
810,0.71,61.7,57.0,2863,5.75,5.7,3.53
41177,0.4,62.3,58.0,1200,4.72,4.66,2.92
21674,1.7,62.4,59.0,9777,7.63,7.57,4.74
24433,1.65,62.0,54.0,12686,7.55,7.62,4.7
23490,1.58,61.7,59.0,11491,7.48,7.42,4.6
26660,1.0,60.7,57.0,16469,6.44,6.48,3.92
18341,1.7,62.0,53.0,7464,7.68,7.65,4.75
42725,0.43,61.6,57.0,1341,4.84,4.81,2.97
10437,1.01,61.0,59.0,4785,6.45,6.51,3.95
22908,1.51,63.2,57.0,10950,7.18,7.32,4.58
5092,0.9,63.6,63.0,3755,6.03,6.07,3.85
42707,0.5,65.3,57.0,1339,4.93,4.97,3.23
4356,0.8,63.8,55.0,3603,5.84,5.89,3.74
1427,0.9,63.1,60.0,2972,6.14,6.09,3.86
23917,1.52,62.9,60.0,12038,7.28,7.31,4.59
37777,0.37,61.5,55.0,999,4.7,4.66,2.88
26832,2.01,61.5,53.0,16733,8.13,8.03,4.97
29882,0.3,61.9,57.0,710,4.29,4.33,2.67
28730,0.31,60.5,56.0,680,4.38,4.41,2.66
22872,2.32,62.1,58.0,10913,8.47,8.43,5.25
5609,0.74,62.1,53.4,3872,5.8,5.82,3.61
7296,1.21,64.0,57.0,4201,6.73,6.67,4.29
6665,1.11,60.9,59.0,4096,6.69,6.64,4.07
33004,0.38,61.5,55.0,813,4.67,4.7,2.88
53020,0.81,65.0,56.0,2599,5.85,5.88,3.81
13657,1.01,62.5,56.0,5589,6.38,6.45,4.01
51205,0.73,62.1,54.0,2351,5.81,5.76,3.59
26462,2.37,62.3,57.0,16021,8.55,8.5,5.31
30312,0.4,61.3,56.0,726,4.75,4.78,2.92
47881,0.61,60.2,57.0,1911,5.53,5.47,3.31
46965,0.33,60.9,54.0,529,4.47,4.53,2.74
36974,0.43,59.7,59.0,963,4.93,4.89,2.93
42803,0.52,62.2,54.0,1352,5.18,5.2,3.23
41498,0.61,59.7,59.0,1233,5.54,5.47,3.29
29628,0.35,61.6,58.0,441,4.49,4.54,2.78
43471,0.59,62.4,58.0,1419,5.35,5.39,3.35
27073,2.01,60.7,57.0,17197,8.21,8.17,4.97
9651,1.01,62.5,59.0,4642,6.44,6.33,3.99
38189,0.41,62.1,59.0,1015,4.76,4.74,2.95
27412,2.25,60.4,59.0,18007,8.54,8.48,5.13
38882,0.4,62.8,57.0,1050,4.72,4.68,2.95
15832,1.01,62.7,58.0,6335,6.36,6.31,3.97
1987,0.94,62.3,59.0,3095,6.32,6.23,3.91
22013,1.5,63.5,60.0,10080,7.25,7.21,4.59
2664,0.72,60.9,55.0,3236,5.77,5.89,3.55
40368,0.5,61.9,54.0,1130,5.12,5.16,3.18
41510,0.44,62.3,55.0,1235,4.85,4.88,3.03
34329,0.41,62.2,56.0,861,4.77,4.75,2.96
35792,0.32,62.6,56.0,913,4.37,4.41,2.75
49756,0.7,61.8,59.0,2159,5.69,5.76,3.54
49459,0.71,62.4,59.0,2112,5.65,5.6,3.51
5005,0.9,64.9,56.0,3743,6.12,6.18,3.99
4928,0.97,60.7,55.0,3729,6.47,6.41,3.91
49053,0.7,60.6,58.0,2057,5.72,5.77,3.48
46584,0.55,60.9,55.0,1786,5.29,5.32,3.23
48998,0.71,65.1,55.0,2049,5.69,5.65,3.69
35252,0.3,63.0,53.0,895,4.24,4.3,2.69
20878,1.57,62.0,59.0,9095,7.41,7.45,4.61
47562,0.51,61.7,58.0,1875,5.11,5.14,3.16
16655,1.21,60.0,60.0,6659,6.96,6.91,4.16
50987,0.31,62.7,57.0,544,4.31,4.34,2.71
14738,1.0,62.9,56.0,5935,6.33,6.38,4.0
530,0.7,62.2,58.0,2826,5.66,5.6,3.5
48508,0.54,60.6,55.0,1983,5.28,5.31,3.21
46785,0.52,62.3,59.0,1806,5.14,5.17,3.21
34817,0.36,62.5,58.0,878,4.57,4.52,2.84
21423,1.54,61.7,56.0,9530,7.44,7.41,4.58
28212,0.4,62.7,58.0,666,4.65,4.69,2.93
22750,1.52,62.4,59.0,10767,7.34,7.37,4.59
7695,1.0,64.9,56.0,4276,6.24,6.31,4.07
33572,0.38,62.2,53.8,831,4.65,4.69,2.9
16828,1.22,59.2,61.0,6713,7.01,6.95,4.13
50429,0.74,63.1,55.0,2261,5.77,5.74,3.63
21840,1.7,61.0,59.0,9901,7.66,7.62,4.66
28388,0.33,61.2,55.0,668,4.47,4.45,2.73
32849,0.4,62.6,58.0,807,4.66,4.73,2.94
196,0.7,61.0,57.0,2777,5.73,5.68,3.48
50648,0.31,63.2,57.0,544,4.29,4.32,2.72
1568,0.91,63.4,58.0,3006,6.08,6.12,3.87
25505,2.06,62.3,57.0,14298,8.12,8.2,5.09
52334,0.7,63.8,55.0,2496,5.66,5.59,3.59
766,0.76,62.7,54.0,2858,5.88,5.83,3.67
45828,0.98,69.7,58.0,1712,6.08,5.98,4.21
22704,0.34,59.4,57.0,630,4.58,4.54,2.71
28738,0.31,61.3,60.0,680,4.32,4.39,2.67
30876,0.33,60.7,57.0,743,4.47,4.43,2.7
42979,0.41,62.4,54.0,1367,4.74,4.78,2.97
46115,0.56,61.1,55.0,1743,5.35,5.33,3.26
17822,1.52,65.4,58.0,7186,7.22,7.17,4.7
10419,1.03,61.1,55.0,4782,6.53,6.57,4.0
47116,0.79,58.8,62.0,1828,6.01,6.03,3.54
52469,0.71,63.0,59.0,2517,5.64,5.67,3.56
1519,0.72,61.1,56.0,2997,5.78,5.8,3.54
18340,1.2,61.5,53.0,7463,6.87,6.9,4.24
12649,1.15,61.9,55.0,5296,6.74,6.77,4.18
44146,0.55,61.6,56.0,1563,5.26,5.3,3.25
16697,0.32,61.9,58.0,421,4.33,4.39,2.7
5733,0.9,64.3,60.0,3890,6.02,6.04,3.88
30709,0.36,60.7,56.0,738,4.63,4.65,2.82
13029,0.23,58.1,63.0,600,4.08,4.04,2.36
8014,1.5,70.1,58.0,4328,6.96,6.85,4.84
26841,1.51,62.6,57.0,16754,7.36,7.25,4.57
37436,0.33,61.7,55.0,984,4.45,4.47,2.75
52712,0.52,58.8,61.0,2553,5.31,5.27,3.11
32491,0.38,62.0,54.0,796,4.64,4.69,2.89
33780,0.32,61.9,56.0,842,4.39,4.4,2.72
5044,0.4,62.1,53.0,573,4.75,4.78,2.96
6217,0.7,59.3,55.0,4003,5.86,5.83,3.47
15386,0.29,62.0,55.0,607,4.27,4.29,2.65
53149,0.74,61.9,56.0,2623,5.81,5.85,3.61
18457,1.04,61.1,57.0,7508,6.52,6.54,3.99
5619,1.02,58.7,63.0,3875,6.49,6.46,3.8
37555,0.31,61.0,56.0,988,4.38,4.37,2.67
31579,0.35,61.6,56.0,767,4.52,4.54,2.79
26473,1.52,62.2,55.0,16055,7.29,7.41,4.57
48107,0.5,60.5,55.0,1935,5.15,5.13,3.11
11821,1.07,61.7,56.0,5093,6.59,6.57,4.06
39311,0.33,61.1,56.0,1069,4.54,4.5,2.76
41848,0.58,62.2,57.0,1255,5.34,5.37,3.33
52497,0.71,63.3,59.0,2525,5.55,5.66,3.55
